id	Writing_Applications	Language_Conventions	total_words	total_sentences	words_div_sentences	sent_density	flesch_reading_ease	flesch_kincaid_grade	smog_index	automated_readability_index	coleman_liau_index	linsear_write_formula	dale_chall_readability_score	text_standard	spache_readability	reading_time	crawford	wiener_sachtextformel	monosyllabcount	polysyllabcount	letter_count	char_count	sentence_count	lexicon_count	syllable_count	ts_avg_len_sent	ts_avg_sent_per_word	ts_avg_syllab_per_word
3593	4	3	453	20	22.65	4.96	59.87	11.9	11.5	13.6	8.01	8.833333333333334	6.71	12.0	5.5274474256707755	25.83	2.7	5.217338506163887	296	30	1699	1758	14	394	552	28.1	0.04	1.4
3594	4	4	780	30	26.0	4.13	-638.01	282.1	0.0	361.6	9.6	13.25	41.05	13.0	103.41001657458563	47.43	3.2	120.49190220994474	558	35	3173	3229	1	724	974	724.0	0.0	1.3
3595	4	4	545	29	18.79310344827586	6.3	65.15	9.9	10.5	12.2	9.23	7.0	6.98	11.0	4.945313894967176	31.61	2.8	4.011340568927791	320	33	2064	2152	20	457	658	22.9	0.04	1.4
3596	4	4	786	42	18.714285714285715	5.86	84.91	6.4	7.0	7.9	5.69	6.571428571428571	6.29	7.0	4.203681864235055	42.22	1.6	1.5296233029381963	580	16	2792	2874	35	705	870	20.1	0.05	1.2
3597	2	3	174	10	17.4	6.29	43.06	20.4	10.5	24.4	6.92	6.714285714285714	7.46	7.0	8.636528301886791	9.61	2.5	6.756411320754717	137	5	639	654	3	159	203	53.0	0.02	1.3
3598	3	3	327	16	20.4375	5.26	64.85	10.0	10.7	10.7	7.78	6.571428571428571	6.36	11.0	4.712551706571574	19.3	2.3	4.407959449821702	233	23	1289	1314	13	302	409	23.2	0.04	1.4
3599	3	2	372	13	28.615384615384617	3.68	61.03	13.5	12.0	15.5	6.8	15.0	7.13	7.0	6.303552124645892	21.29	2.3	5.3282648158640225	288	24	1430	1449	10	353	452	35.3	0.03	1.3
3600	4	4	396	21	18.857142857142858	5.77	75.24	8.1	7.0	8.9	6.33	6.285714285714286	5.74	9.0	4.174067273318166	22.17	1.8	1.738056028599285	295	8	1475	1509	17	362	456	21.3	0.05	1.3
3601	4	4	614	28	21.928571428571427	5.06	64.24	10.2	11.8	12.8	9.75	7.857142857142858	7.67	8.0	5.406872421453507	38.18	2.8	5.39824728657569	394	53	2529	2599	23	548	788	23.8	0.04	1.4
3602	3	3	279	7	39.857142857142854	2.57	-40.69	52.6	0.0	65.3	7.05	17.666666666666668	12.05	53.0	20.483983394833945	16.03	2.9	21.348349077490774	224	7	1082	1091	2	271	356	135.5	0.01	1.3
3603	2	2	247	13	19.0	5.63	81.87	7.6	6.7	7.0	3.43	10.2	5.81	7.0	4.245017748917748	12.16	1.8	1.7274065800865803	192	4	812	828	10	231	285	23.1	0.04	1.2
3604	3	2	241	6	40.166666666666664	2.54	16.97	30.4	13.6	36.6	6.76	18.333333333333332	8.74	14.0	12.222525423728813	13.74	2.6	11.289253107344633	194	10	930	935	3	236	304	78.7	0.01	1.3
3605	3	3	828	32	25.875	4.24	60.28	11.7	11.4	12.7	7.32	11.2	7.06	12.0	5.515543077837195	47.27	2.5	4.728984392949098	583	57	3136	3218	27	748	1015	27.7	0.04	1.4
3606	4	4	420	23	18.26086956521739	6.07	75.54	7.9	9.2	8.9	6.56	6.571428571428571	6.43	7.0	4.482539682539683	23.43	2.0	2.4196656084656083	306	20	1553	1595	18	378	493	21.0	0.05	1.3
3607	4	4	642	27	23.77777777777778	4.58	54.26	12.0	12.9	14.4	10.91	12.2	7.82	13.0	5.755410545156238	42.09	3.3	6.737238854500708	374	67	2806	2865	23	583	895	25.3	0.04	1.5
3608	4	4	490	21	23.333333333333332	4.71	62.01	11.1	11.7	12.3	7.9	11.6	6.14	12.0	4.913597285067873	28.59	2.5	4.520593665158372	337	38	1897	1946	17	442	603	26.0	0.04	1.4
3609	4	4	641	45	14.244444444444444	8.05	82.34	5.3	7.6	6.4	6.72	4.555555555555555	6.44	7.0	3.5630026239469688	35.93	1.6	1.4696914698706438	431	24	2359	2446	39	557	730	14.3	0.07	1.3
3610	3	4	261	11	23.727272727272727	5.02	61.4	11.3	10.4	13.2	7.9	8.166666666666666	7.48	8.0	5.602514671361503	14.13	2.8	4.6618173708920185	153	13	914	962	8	213	302	26.6	0.04	1.4
3611	2	2	152	8	19.0	5.52	68.98	12.5	3.1	14.7	5.47	9.0	6.96	9.0	6.1804493006992995	8.15	1.9	3.3095328671328677	126	0	546	555	4	143	171	35.8	0.03	1.2
3612	4	3	350	16	21.875	5.03	-240.81	125.4	0.0	157.9	9.78	6.857142857142857	21.26	0.0	46.293101265822784	20.98	3.7	53.96257341772152	230	28	1394	1428	1	316	465	316.0	0.0	1.5
3613	4	4	482	31	15.548387096774194	7.21	72.66	7.0	8.7	7.4	7.48	7.428571428571429	6.7	7.0	3.971263855741183	27.54	2.2	3.001390807036153	299	26	1812	1875	27	419	596	15.5	0.06	1.4
3614	4	4	565	24	23.541666666666668	4.53	-43.06	51.4	18.2	64.0	8.84	10.8	11.95	9.0	19.91201351351351	33.39	3.1	21.319639382239384	409	28	2226	2273	4	518	704	129.5	0.01	1.4
3615	4	3	409	20	20.45	5.14	77.77	7.1	8.7	8.7	7.66	8.0	6.5	8.0	4.0616085106382975	24.33	1.7	2.5862057446808517	298	19	1617	1656	20	376	478	18.8	0.05	1.3
3616	4	4	377	13	29.0	3.68	44.14	17.9	12.6	20.5	7.91	14.5	7.61	8.0	7.556887177650429	21.9	2.8	6.659930945558738	279	22	1461	1491	8	349	474	43.6	0.02	1.4
3617	3	4	283	12	23.583333333333332	4.86	69.15	10.4	10.0	12.6	7.09	11.0	7.11	10.0	5.497065040650407	15.6	2.5	3.971393495934959	191	13	1022	1062	9	246	332	27.3	0.04	1.3
3618	4	2	435	20	21.75	4.87	80.85	8.0	7.0	8.5	4.65	6.714285714285714	7.69	8.0	4.925181648209406	22.78	1.5	1.8052147562203364	362	8	1526	1551	17	409	478	24.1	0.04	1.2
3619	4	4	484	27	17.925925925925927	6.24	60.85	9.4	10.9	10.3	9.57	7.7142857142857135	6.94	10.0	4.46281078904992	30.14	2.9	4.644942914653784	305	43	1998	2052	23	432	652	18.8	0.05	1.5
3620	4	4	668	35	19.085714285714285	5.93	-107.81	76.3	23.2	96.4	9.08	8.333333333333334	15.24	9.0	28.810724137931032	38.31	3.4	31.94264367816092	441	37	2520	2608	3	580	814	193.3	0.01	1.4
3621	4	4	470	21	22.38095238095238	4.98	62.21	11.0	10.4	12.4	7.96	8.666666666666666	7.25	8.0	5.311492282082325	26.96	2.5	4.50496622276029	309	26	1774	1835	16	413	565	25.8	0.04	1.4
3622	5	4	675	23	29.347826086956523	3.97	41.57	23.1	10.7	29.8	6.92	16.666666666666668	8.37	11.0	10.253852507374631	35.01	2.4	8.419161258603737	469	16	2269	2383	9	565	704	62.8	0.02	1.2
3623	3	3	209	10	20.9	5.18	64.24	10.2	11.0	11.6	8.48	8.333333333333334	6.73	11.0	4.9572236842105255	12.55	2.6	4.432421052631579	142	15	834	854	8	190	265	23.8	0.04	1.4
3624	4	4	413	21	19.666666666666668	6.1	67.89	8.8	10.8	11.4	9.52	6.125	7.39	11.0	4.717176470588235	24.37	2.6	4.5997946648426815	249	31	1590	1659	17	344	496	20.2	0.05	1.4
3625	3	4	349	24	14.541666666666666	7.82	81.22	5.8	7.5	6.8	6.55	4.666666666666667	6.39	7.0	3.7178052811208904	18.76	1.7	1.3680075085324233	230	11	1219	1277	19	293	387	15.4	0.06	1.3
3626	5	4	605	21	28.80952380952381	4.09	47.56	14.6	12.2	17.0	9.82	14.25	8.43	15.0	6.654907656555773	35.77	3.1	6.303012622309198	358	40	2337	2435	16	511	747	31.9	0.03	1.5
3627	4	3	405	14	28.928571428571427	3.66	56.12	13.3	12.3	16.0	9.47	14.5	6.54	14.0	5.880054461942256	25.6	2.7	5.91113280839895	281	31	1719	1743	12	381	526	31.8	0.03	1.4
3628	4	4	671	34	19.735294117647058	5.58	75.64	7.9	10.1	9.3	7.08	10.333333333333334	6.24	10.0	4.334931889427187	38.28	2.2	3.5648734682245653	475	43	2540	2606	29	605	812	20.9	0.05	1.3
3629	4	3	367	13	28.23076923076923	3.85	50.64	15.4	11.6	18.2	8.66	11.4	7.13	16.0	6.754796019900498	21.96	2.9	6.7742868988391365	242	20	1463	1495	9	335	466	37.2	0.03	1.4
3630	3	4	291	14	20.785714285714285	5.32	66.27	9.4	10.1	11.5	9.17	12.0	7.44	12.0	5.059006704980844	17.95	2.6	4.076274329501915	188	18	1191	1222	12	261	369	21.8	0.05	1.4
3631	3	3	335	13	25.76923076923077	4.25	54.09	14.1	11.2	16.5	8.6	11.4	7.23	15.0	6.393771929824561	19.93	3.0	5.781229970760235	219	18	1326	1357	9	304	437	33.8	0.03	1.4
3632	3	3	195	9	21.666666666666668	4.74	66.2	11.5	6.4	12.7	6.11	12.75	6.18	13.0	5.235041436464089	10.75	2.1	2.7114633517495386	152	2	712	732	6	181	230	30.2	0.03	1.3
3633	3	3	270	13	20.76923076923077	5.14	51.92	12.9	12.8	14.5	9.7	6.5	7.11	13.0	5.521913978494624	17.17	3.2	6.028377598566308	182	26	1142	1169	9	248	372	27.6	0.04	1.5
3634	3	3	215	5	43.0	2.39	27.12	26.5	13.6	33.2	8.55	18.666666666666668	8.88	9.0	11.188961165048545	13.03	2.9	11.019804530744338	164	10	875	887	3	206	276	68.7	0.01	1.3
3635	3	3	278	10	27.8	3.76	44.45	17.8	11.9	21.3	9.07	8.5	7.24	18.0	7.445153846153845	17.06	2.9	7.416679487179486	194	14	1142	1161	6	260	359	43.3	0.02	1.4
3636	4	4	647	25	25.88	4.14	76.59	9.6	7.4	11.6	5.69	12.5	6.42	12.0	5.296521008403362	34.93	1.8	2.807459383753501	493	12	2328	2378	21	595	726	28.3	0.04	1.2
3637	4	4	508	19	26.736842105263158	4.03	56.52	13.2	12.0	14.5	7.73	14.5	6.6	15.0	5.850688747346071	29.67	2.6	4.792404840764331	379	36	1983	2020	15	471	636	31.4	0.03	1.4
3638	4	4	324	20	16.2	6.99	62.88	8.7	10.8	9.6	9.45	7.571428571428571	6.46	9.0	3.992935828877005	20.15	2.8	4.832719292472234	196	31	1333	1372	17	286	431	16.8	0.06	1.5
3639	3	4	292	11	26.545454545454547	4.14	55.0	13.8	10.7	15.6	7.96	19.0	7.55	8.0	6.324565114068442	16.86	2.7	4.804475665399239	203	14	1118	1148	8	263	361	32.9	0.03	1.4
3640	4	4	692	33	20.96969696969697	5.16	66.17	9.5	10.9	11.1	8.76	10.166666666666666	6.56	11.0	4.684838989953842	42.72	2.5	4.339678251425469	476	53	2851	2908	29	635	889	21.9	0.05	1.4
3641	2	2	184	6	30.666666666666668	3.55	32.57	22.4	15.0	26.6	8.32	13.5	8.47	15.0	9.37581818181818	10.58	3.1	9.215181818181819	127	13	703	720	3	165	230	55.0	0.02	1.4
3642	3	3	415	13	31.923076923076923	3.42	31.93	20.6	11.0	23.5	9.24	14.0	7.82	21.0	8.229292328042327	25.11	3.3	8.202898412698412	262	15	1671	1709	8	378	553	47.3	0.02	1.5
3643	2	2	156	10	15.6	6.99	80.82	5.9	9.4	8.0	8.35	7.428571428571429	6.64	8.0	3.669300469483568	9.53	1.7	2.805861345852895	115	11	635	649	9	142	185	15.8	0.06	1.3
3644	4	4	359	19	18.894736842105264	5.94	75.24	8.1	8.2	9.4	6.85	8.333333333333334	6.33	9.0	4.295907210031348	20.1	1.9	2.4097835318704286	268	12	1327	1368	15	319	410	21.3	0.05	1.3
3645	3	3	292	6	48.666666666666664	2.21	51.48	17.2	14.3	21.7	8.66	20.0	7.62	20.0	7.778791044776119	17.38	2.7	7.894199502487561	204	23	1158	1183	6	268	359	44.7	0.02	1.3
3646	4	4	454	20	22.7	4.82	70.77	9.8	10.4	12.4	8.3	8.333333333333334	6.52	10.0	4.963127281021897	26.96	2.4	4.062018126520681	327	26	1791	1835	16	411	550	25.7	0.04	1.3
3647	4	4	532	25	21.28	5.22	64.24	10.2	11.2	12.2	9.12	7.7142857142857135	5.75	10.0	4.501942857142857	32.32	2.5	4.600851596638655	356	40	2141	2200	20	476	656	23.8	0.04	1.4
3648	5	4	548	21	26.095238095238095	4.22	-95.71	67.5	30.5	84.2	11.98	12.4	14.71	12.0	25.43230364372469	35.93	4.3	30.29331929824561	331	69	2392	2446	3	494	793	164.7	0.01	1.6
3649	4	4	573	29	19.75862068965517	5.66	84.61	6.5	8.5	8.6	6.15	8.666666666666666	5.91	9.0	4.138974489795919	30.31	1.7	1.6708095238095235	409	21	1980	2063	24	490	612	20.4	0.05	1.2
3650	4	4	418	18	23.22222222222222	4.8	-109.37	74.8	0.0	94.1	10.64	11.0	16.15	11.0	28.541934316353885	25.94	4.1	33.66552117962466	266	46	1721	1766	2	373	577	186.5	0.01	1.5
3651	4	3	458	21	21.80952380952381	5.06	-122.23	81.9	0.0	104.1	10.42	10.8	15.45	11.0	30.73890963855421	28.2	3.4	34.97073493975903	309	30	1875	1920	2	415	586	207.5	0.0	1.4
3652	4	3	796	39	20.41025641025641	6.02	75.84	7.8	8.2	9.9	7.02	7.2857142857142865	6.57	8.0	4.370760128617363	40.75	2.2	2.4414043301179	476	24	2604	2774	30	622	833	20.7	0.05	1.3
3653	4	3	969	57	17.0	6.4	77.67	7.1	9.0	7.5	6.21	6.857142857142857	6.36	7.0	4.098805869074491	53.96	1.9	1.978049113875414	716	49	3589	3673	47	886	1164	18.9	0.05	1.3
3654	4	4	421	28	15.035714285714286	7.25	71.75	7.3	9.8	7.8	7.71	6.75	6.96	7.0	4.089108580630319	24.84	2.3	3.516414170692432	283	31	1648	1691	23	378	539	16.4	0.06	1.4
3655	3	4	302	14	21.571428571428573	4.93	59.87	11.9	11.2	13.2	7.96	11.4	7.56	12.0	5.719249466192171	18.05	2.9	5.514921423487544	207	20	1208	1229	10	281	402	28.1	0.04	1.4
3656	2	1	77	4	19.25	5.8	61.84	13.2	0.0	14.2	5.35	20.25	6.72	15.0	6.202050724637681	3.97	2.2	4.955139130434782	58	6	262	270	2	69	87	34.5	0.03	1.3
3657	4	4	436	21	20.761904761904763	5.38	55.17	11.6	12.8	13.5	10.33	10.833333333333334	7.72	12.0	5.510746794871794	27.65	3.3	6.503525641025642	263	46	1836	1882	16	390	601	24.4	0.04	1.5
3658	5	4	693	48	14.4375	7.7	90.8	4.1	7.0	5.4	5.62	3.153846153846154	6.27	6.0	3.272544276948716	37.69	1.3	0.6779002045299607	517	20	2484	2566	43	614	764	14.3	0.07	1.2
3659	3	3	168	10	16.8	6.49	65.8	11.7	9.4	13.4	6.74	8.166666666666666	6.7	7.0	5.77190065359477	9.3	2.2	3.4719082352941175	131	6	618	633	5	153	195	30.6	0.03	1.3
3660	3	4	386	12	32.166666666666664	3.28	60.01	13.9	9.6	17.0	7.96	13.5	6.83	14.0	6.454820661157024	23.0	2.3	5.267720881542699	279	13	1544	1566	10	363	468	36.3	0.03	1.3
3661	4	4	590	31	19.032258064516128	6.0	61.36	9.2	10.7	10.4	9.69	7.5	7.14	10.0	4.506183463796477	36.09	2.7	4.742388258317025	357	49	2378	2457	28	511	751	18.3	0.05	1.5
3662	4	4	643	40	16.075	7.14	80.62	6.0	8.8	7.8	7.48	5.666666666666667	6.29	6.0	3.8380147058823524	36.05	1.9	2.416431617647059	418	33	2350	2454	34	544	733	16.0	0.06	1.3
3663	2	2	120	2	60.0	1.67	29.53	23.6	0.0	30.5	11.45	30.5	10.32	31.0	10.203206896551723	8.29	3.3	11.616220689655172	79	12	557	564	2	116	167	58.0	0.02	1.4
3664	4	4	421	20	21.05	5.31	-47.25	51.0	24.5	63.5	10.58	12.2	12.41	13.0	19.654617021276593	26.06	3.9	22.65448333333333	258	42	1729	1774	3	376	575	125.3	0.01	1.5
3665	3	3	336	13	25.846153846153847	4.45	51.45	15.1	11.7	17.6	8.14	14.5	7.45	15.0	6.6180468213058425	18.94	3.0	5.847793470790377	224	18	1245	1289	8	291	411	36.4	0.03	1.4
3666	3	4	370	12	30.833333333333332	3.5	45.26	17.5	11.9	20.7	8.9	14.0	7.79	18.0	7.539735294117646	22.2	2.8	6.861735294117647	265	19	1481	1511	8	340	461	42.5	0.02	1.4
3667	2	2	357	16	22.3125	5.16	63.12	10.6	9.9	12.2	7.9	6.125	6.51	11.0	4.956263377926421	19.71	2.4	3.5468191750278697	220	17	1283	1342	12	299	406	24.9	0.04	1.4
3668	4	4	527	28	18.821428571428573	6.02	65.46	9.7	10.8	10.8	7.78	11.4	6.78	11.0	4.86276814159292	29.45	2.6	4.187392566371681	341	36	1930	2005	20	452	637	22.6	0.04	1.4
3669	4	4	297	9	33.0	3.44	47.08	16.8	13.3	21.6	10.23	8.166666666666666	9.28	17.0	7.8770983606557365	17.25	3.1	7.650819125683061	174	19	1121	1174	6	244	349	40.7	0.02	1.4
3670	1	1	64	3	21.333333333333332	4.84	50.46	11.4	6.4	5.0	2.38	10.666666666666666	9.76	11.0	4.307838709677419	3.11	3.5	0.042724731182795406	58	1	210	212	3	62	100	20.7	0.05	1.6
3671	3	3	485	20	24.25	4.51	70.97	9.7	11.4	11.8	7.49	11.8	6.14	12.0	4.934038763892653	27.69	2.3	4.408725020330714	348	36	1833	1885	17	434	574	25.5	0.04	1.3
3672	3	3	390	18	21.666666666666668	5.07	71.18	9.6	10.5	11.5	7.38	8.833333333333334	7.17	12.0	5.133099273607748	22.34	2.1	3.478590637610976	297	23	1486	1521	14	354	458	25.3	0.04	1.3
3673	3	2	252	2	126.0	0.8	-17.0	45.6	0.0	56.8	5.71	59.0	11.38	46.0	18.18634647302904	13.51	2.3	18.637869709543565	207	13	907	920	2	241	291	120.5	0.01	1.2
3674	4	4	451	24	18.791666666666668	5.94	-53.75	53.5	24.2	66.5	10.29	12.2	12.33	13.0	20.318430379746832	27.21	3.9	23.564071729957806	275	41	1796	1852	3	395	601	131.7	0.01	1.5
3675	3	3	424	21	20.19047619047619	5.48	74.42	8.4	8.5	10.7	8.01	14.0	6.92	9.0	4.568494117647058	24.72	2.1	3.1071819607843136	297	15	1634	1683	17	375	489	22.1	0.05	1.3
3676	4	4	602	28	21.5	5.14	65.56	9.7	10.4	12.0	9.7	11.6	7.41	10.0	5.030759259259259	37.4	2.8	4.997814814814815	378	39	2483	2546	24	540	782	22.5	0.04	1.4
3677	4	4	563	27	20.85185185185185	5.35	64.54	10.1	10.3	11.8	8.59	7.2857142857142865	6.53	11.0	4.846911619820341	33.02	2.5	4.206425944170771	370	33	2175	2248	21	493	681	23.5	0.04	1.4
3678	4	3	342	11	31.09090909090909	3.49	43.13	18.3	11.5	20.4	7.1	8.5	7.06	19.0	7.5921611721611715	19.05	2.8	6.508336446886446	254	15	1263	1297	7	312	423	44.6	0.02	1.4
3679	3	3	435	20	21.75	4.84	69.35	10.3	8.2	10.8	5.58	13.5	6.61	11.0	5.100227586206897	23.68	2.0	3.057714154351396	335	12	1581	1612	15	406	510	27.1	0.04	1.3
3680	3	3	283	15	18.866666666666667	5.75	60.28	11.7	12.5	14.1	8.83	8.666666666666666	6.98	9.0	5.499839357429719	16.82	2.9	5.8175333333333334	179	24	1109	1145	9	249	360	27.7	0.04	1.4
3681	3	2	389	23	16.91304347826087	6.23	76.35	7.6	8.3	8.4	6.56	8.333333333333334	6.46	8.0	4.162860805860806	22.37	1.7	1.6948094017094006	306	15	1496	1523	18	364	457	20.2	0.05	1.3
3682	4	4	444	24	18.5	5.97	58.62	10.3	12.0	11.1	9.17	10.166666666666666	7.8	11.0	5.114786967418546	27.37	3.2	5.490761403508771	265	46	1818	1863	19	399	615	21.0	0.05	1.5
3683	4	4	518	31	16.70967741935484	6.46	78.38	6.8	7.5	8.3	7.31	5.5	5.68	8.0	3.763099087353324	30.44	1.6	1.543818839634942	384	15	2026	2072	26	472	595	18.2	0.06	1.3
3684	3	3	233	12	19.416666666666668	5.41	83.09	7.1	8.2	8.8	6.09	7.666666666666666	7.03	8.0	4.555210502283105	13.18	1.8	1.9599676712328762	186	8	882	897	10	219	273	21.9	0.05	1.2
3685	2	3	194	13	14.923076923076923	7.22	76.56	7.6	5.8	8.1	6.33	6.285714285714286	5.77	6.0	4.089	10.97	1.7	1.6350555555555553	145	2	733	747	9	180	226	20.0	0.05	1.3
3686	3	3	326	19	17.157894736842106	6.4	71.89	9.3	10.1	9.6	5.4	7.2857142857142865	6.68	10.0	5.004911016949151	17.2	2.3	2.7672655367231633	236	18	1140	1171	12	295	394	24.6	0.04	1.3
3687	4	4	630	35	18.0	6.59	80.31	6.1	8.5	8.7	8.0	7.0	6.76	7.0	3.830990271377368	34.55	1.9	2.415034895033282	385	27	2224	2352	31	504	677	16.3	0.06	1.3
3688	4	3	455	27	16.85185185185185	6.54	79.6	6.4	7.5	7.4	6.78	5.222222222222222	6.57	7.0	3.8261960784313724	25.88	1.6	1.6392872549019613	334	14	1714	1762	24	408	515	17.0	0.06	1.3
3689	4	4	566	26	21.76923076923077	5.07	72.29	9.2	9.8	10.8	7.2	7.142857142857142	6.7	7.0	4.85930596175478	31.94	2.3	3.442049193850769	399	29	2119	2174	21	508	676	24.2	0.04	1.3
3690	3	2	342	5	68.4	1.48	37.92	24.5	10.8	30.8	6.75	13.25	8.31	25.0	10.693568674698795	19.66	2.3	9.45009204819277	267	9	1324	1338	5	332	406	66.4	0.02	1.2
3691	4	4	424	25	16.96	6.38	-321.34	154.2	0.0	195.4	12.39	7.5	26.22	13.0	56.87266666666666	28.22	4.3	67.5697204134367	256	51	1879	1921	1	387	611	387.0	0.0	1.6
3692	4	4	418	22	19.0	5.71	66.78	9.2	11.5	11.9	10.1	12.6	6.67	10.0	4.675645833333332	27.13	2.7	4.899667708333332	269	39	1813	1847	18	384	556	21.3	0.05	1.4
3693	3	3	430	14	30.714285714285715	3.43	60.72	13.6	10.6	16.8	7.85	11.0	7.21	8.0	6.543829313543599	24.94	2.5	5.694394897959183	297	19	1660	1698	11	392	522	35.6	0.03	1.3
3694	3	3	445	29	15.344827586206897	7.25	70.84	7.7	8.5	8.8	8.35	7.142857142857142	6.44	8.0	3.8407220887043914	26.84	2.2	3.231452785667468	288	20	1778	1827	23	398	548	17.3	0.06	1.4
3695	3	2	308	9	34.22222222222222	3.02	22.69	24.1	13.0	28.2	9.53	11.4	8.62	24.0	9.492818439716311	18.91	3.7	9.690824680851064	205	15	1260	1287	5	282	428	56.4	0.02	1.5
3696	4	4	431	20	21.55	5.32	67.28	9.0	10.4	9.7	7.31	6.125	6.9	10.0	4.7167666666666666	24.21	2.3	3.43548	283	29	1591	1648	18	375	510	20.8	0.05	1.4
3697	4	3	865	33	26.21212121212121	4.08	-176.49	104.8	24.0	133.3	8.5	14.25	18.89	105.0	39.51747524752474	50.56	3.1	44.351233828382824	641	40	3385	3442	3	808	1079	269.3	0.0	1.3
3698	4	4	539	33	16.333333333333332	6.65	69.82	8.1	9.5	8.4	7.66	6.571428571428571	6.88	8.0	4.341449842555106	31.91	2.2	3.147278392562603	373	34	2124	2172	27	494	682	18.3	0.05	1.4
3699	2	2	127	5	25.4	4.59	53.17	14.5	11.2	17.7	8.77	11.2	8.24	9.0	6.553923076923075	7.05	3.0	5.455785897435897	78	6	457	480	3	104	148	34.7	0.03	1.4
3700	4	4	472	25	18.88	6.04	21.37	24.6	16.4	29.1	9.3	8.333333333333334	9.12	9.0	10.04107072135785	27.35	3.4	10.75143748231966	294	38	1791	1862	7	404	589	57.7	0.02	1.5
3701	3	4	381	18	21.166666666666668	5.13	64.75	10.0	10.7	11.1	8.25	7.571428571428571	6.69	8.0	4.817	22.83	2.5	3.8040190476190476	261	26	1522	1554	15	350	485	23.3	0.04	1.4
3702	3	3	289	12	24.083333333333332	4.35	-197.17	108.6	0.0	136.0	9.6	11.8	19.26	109.0	40.08804395604395	17.8	3.7	46.41602124542124	199	24	1196	1212	1	273	398	273.0	0.0	1.5
3703	3	3	324	16	20.25	5.39	71.89	9.3	9.5	11.1	7.38	10.6	6.57	11.0	4.829995762711864	18.64	2.3	3.296112994350283	234	15	1240	1269	12	295	391	24.6	0.04	1.3
3704	4	4	275	20	13.75	8.51	57.47	8.7	11.0	9.5	10.61	5.777777777777778	7.69	9.0	4.286661136249371	17.54	3.0	5.579706686777275	146	32	1149	1194	17	234	378	13.8	0.07	1.6
3705	2	2	256	7	36.57142857142857	2.82	63.4	14.7	3.1	17.0	5.36	16.666666666666668	7.53	17.0	7.18716129032258	13.76	1.8	4.103312365591398	214	0	929	937	6	248	290	41.3	0.02	1.2
3706	3	4	319	14	22.785714285714285	5.0	52.23	12.8	11.2	12.7	7.2	8.5	7.59	13.0	5.790864102564102	17.41	3.0	4.516080146520148	208	20	1138	1185	10	273	398	27.3	0.04	1.5
3707	5	4	535	26	20.576923076923077	5.66	-400.85	182.7	0.0	228.4	9.49	15.0	28.76	183.0	66.29219256017505	30.35	4.9	76.62266477024069	325	31	1991	2066	1	457	783	457.0	0.0	1.7
3708	4	3	496	27	18.37037037037037	6.07	69.92	8.0	9.6	9.3	8.59	8.666666666666666	7.1	9.0	4.272278890160182	29.53	2.3	3.210188482074752	322	31	1948	2010	24	437	605	18.2	0.05	1.4
3709	3	3	406	17	23.88235294117647	4.39	64.48	12.2	10.1	14.7	7.79	8.166666666666666	7.45	8.0	6.080242167101828	24.09	2.5	4.5109705831157525	303	18	1615	1640	12	383	509	31.9	0.03	1.3
3710	2	2	275	12	22.916666666666668	4.84	38.66	13.8	8.8	10.0	6.1	10.6	6.93	7.0	5.011333333333333	14.56	3.8	2.679091666666666	192	10	954	991	10	240	397	24.0	0.04	1.7
3711	3	3	333	15	22.2	5.14	61.5	11.3	10.0	12.8	8.01	8.0	7.12	8.0	5.278369259606372	19.04	2.5	4.278956013745704	224	16	1254	1296	11	291	394	26.5	0.04	1.4
3712	3	3	321	15	21.4	4.93	63.06	12.7	11.2	15.8	8.19	7.666666666666666	7.39	8.0	6.284333333333334	19.27	2.5	5.145966666666668	236	18	1288	1312	9	300	397	33.3	0.03	1.3
3713	4	4	554	37	14.972972972972974	7.57	73.47	6.7	9.1	7.3	7.59	6.375	6.29	7.0	3.656014995313964	32.33	2.3	3.03866323024055	354	36	2131	2201	33	485	698	14.7	0.07	1.4
3714	2	3	123	6	20.5	5.45	70.33	7.9	8.8	10.0	9.22	8.166666666666666	7.18	8.0	4.076864485981307	7.51	2.1	3.595985669781932	78	6	494	511	6	107	145	17.8	0.06	1.4
3715	4	3	337	5	67.4	1.64	-211.71	118.3	0.0	150.0	7.52	29.5	20.58	0.0	44.32536842105263	18.45	2.9	49.987911842105255	254	20	1223	1256	1	304	397	304.0	0.0	1.3
3716	3	3	469	43	10.906976744186046	11.56	75.1	6.0	7.7	7.9	7.87	5.0	6.52	8.0	3.4133226314132825	25.03	2.0	2.0589738537404263	238	17	1586	1704	27	353	499	13.1	0.08	1.4
3717	3	3	343	19	18.05263157894737	6.09	68.13	10.8	8.8	11.9	5.87	13.75	6.82	12.0	5.212592809120141	18.6	2.4	3.189241800643087	263	11	1226	1266	11	311	412	28.3	0.04	1.3
3718	3	3	315	13	24.23076923076923	4.32	58.69	14.4	9.8	17.4	7.67	11.0	7.81	8.0	6.801267857142857	18.77	2.4	5.012644186046511	245	11	1264	1278	8	301	391	37.6	0.03	1.3
3719	4	3	848	37	22.91891891891892	4.91	66.51	11.4	8.6	13.7	7.38	11.0	7.08	11.0	5.724564919786097	47.05	2.1	3.4346159786096253	604	23	3103	3203	25	748	941	29.9	0.03	1.3
3720	3	4	456	22	20.727272727272727	5.13	68.23	10.7	10.5	12.5	6.91	8.166666666666666	6.34	11.0	5.20148841607565	26.09	2.5	4.011292955082741	336	25	1743	1776	15	423	569	28.2	0.04	1.3
